AnalysisRecord,PassageAnalyzed,QuotedString,Analysis,ReusedText
urn:cite:hmt:reuse.18_19_378,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"εἰ μὴ ἔχοι ἔννοιαν συνθέσεως",,
urn:cite:hmt:reuse.18_19_379,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"δείλη",,
urn:cite:hmt:reuse.18_19_380,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"τὸ ἐνδεῖν τῇ έλῃ",,
urn:cite:hmt:reuse.18_19_381,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"δεείλη",,
urn:cite:hmt:reuse.18_19_382,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"ἐγγείνωνται",,
urn:cite:hmt:reuse.18_19_383,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1,"γεννήσεις",,
urn:cite:hmt:reuse.18_19_384,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_2,"περ",,
urn:cite:hmt:reuse.18_19_385,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_2,"Ἀτρειδηἆρά τις κρείσσων ἐκ τῆς ἔριδος ἐγένετο ἡμῖν.",,
urn:cite:hmt:reuse.18_19_386,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_2,"ὄνειαρ",,
urn:cite:hmt:reuse.18_19_387,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_2,"ἄμεινον",,
urn:cite:hmt:reuse.18_19_388,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_3,"ἀπο",,
urn:cite:hmt:reuse.18_19_389,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_4,"ἀποφοιβήσαντος",,
urn:cite:hmt:reuse.18_19_390,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_5,"τό",,
urn:cite:hmt:reuse.18_19_391,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_6,"ϊαύειν",,
urn:cite:hmt:reuse.18_19_392,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_6,"αί κ' ἐθέλοιεν",,
urn:cite:hmt:reuse.18_19_393,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_1,"τοῖσι δ' ἀνισταμεἀνιστάμενος μετέφη κρείων αγαμεἈγαμέμνων· μῆνιν ἀναστενάχων καὶ ὑφ έλκεος ἄλγεα πάσχων",,
urn:cite:hmt:reuse.18_19_394,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_2,"τοῖσι δ' ἀνισταἀνιστάμενος μετεφη κρείων αγαμεἈγαμέμνων",,
urn:cite:hmt:reuse.18_19_395,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_3,"αὐτόθι εξ έδρης",,
urn:cite:hmt:reuse.18_19_396,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_4,"ὑβάλλειν",,
urn:cite:hmt:reuse.18_19_397,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_4,"υπβάλλεινὑποβάλλειν",,
urn:cite:hmt:reuse.18_19_398,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_4,"χαλεπόν ἐστι ἑτέρῳ ὑποβάλλειν τὸν λόγον ὃν αὐτὸς τίς εἰπεῖν βούλεται καν ὅτι μάλιστα ἐπιτιμου τίς ἦν",,
urn:cite:hmt:reuse.18_19_399,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_4,"ὑβάλλειν",,
urn:cite:hmt:reuse.18_19_400,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_5,"εν δὲ πολλῶν ανδρῶν ὁμίλῳ πῶς ἄν τις ουτοὕτως χρώμενος ἢ εἴποι ἢ πῶς οἱ ἀκούοντες ἀκούσειαν",,
urn:cite:hmt:reuse.18_19_401,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_5,"ἀκούσαι",,
urn:cite:hmt:reuse.18_19_402,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_7,"προθῆβις",,
urn:cite:hmt:reuse.18_19_403,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_7,"πολίτης",,
urn:cite:hmt:reuse.18_19_404,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_8,"ἀλλα τί κε ῥέξαιμι ",,
urn:cite:hmt:reuse.18_19_405,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_8,"θεοὺς δια παντπάντα τελευτα",,
urn:cite:hmt:reuse.18_19_406,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_8,"θεους δια παντπάντα",,
urn:cite:hmt:reuse.18_19_407,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_8,"ῥέξαιμι",,
urn:cite:hmt:reuse.18_19_408,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_9,"θεὸς πάντα τελευτᾶ",,
urn:cite:hmt:reuse.18_19_409,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_10,"ἕταιον",,
urn:cite:hmt:reuse.18_19_410,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_10,"ἄλλον",,
urn:cite:hmt:reuse.18_19_411,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_10,"βλάπτουσ' ἀνουςἀνθρώπους·",,
urn:cite:hmt:reuse.18_19_412,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_11,"ΖεῦςΖεὺς άσατο",,
urn:cite:hmt:reuse.18_19_413,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_11,"Ζῆν' ἄσατο",,
urn:cite:hmt:reuse.18_19_414,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_12,"ἀλλά νυ καὶ τόν",,
urn:cite:hmt:reuse.18_19_415,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_12,"φαμὲν ἔμμεναι",,
urn:cite:hmt:reuse.18_19_416,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_13,"θῆλυς",,
urn:cite:hmt:reuse.18_19_417,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_13,"πῆχυς",,
urn:cite:hmt:reuse.18_19_418,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_13,"πήχεας",,
urn:cite:hmt:reuse.18_19_419,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_4,"Ἄργος Πελασγικόν",,
urn:cite:hmt:reuse.18_19_420,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_6,"προ φόως",,
urn:cite:hmt:reuse.18_19_421,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_9,"ἀγγελέουσα",,
urn:cite:hmt:reuse.18_19_422,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_9,"προσηύδα",,
urn:cite:hmt:reuse.18_19_423,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_10,"Εὐρυσθεὺς σὸν γένος",,
urn:cite:hmt:reuse.18_19_424,urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_10,"σὸν γένος",,
urn:cite:hmt:reuse.18_19_425,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_1,"εἴ που ἔτι ζώει",,
urn:cite:hmt:reuse.18_19_426,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_1,"εἴ που ἔτι ζώει γε Πυρῆς ἐμός ὃν κατέλειπον",,
urn:cite:hmt:reuse.18_19_427,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_2,"ἀκαχήμενος",,
urn:cite:hmt:reuse.18_19_428,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_3,"ἑοῖο",,
urn:cite:hmt:reuse.18_19_429,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_4,"στάξον",,
urn:cite:hmt:reuse.18_19_430,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_5,"ἅρπη",,
urn:cite:hmt:reuse.18_19_431,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_10,"ἑοῦ αυτοῦ",,
urn:cite:hmt:reuse.18_19_432,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_11,"οἱ",,
urn:cite:hmt:reuse.18_19_433,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_11,"αὐτοῦ",,
urn:cite:hmt:reuse.18_19_434,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_11,"ἕο αυτοῦ",,
urn:cite:hmt:reuse.18_19_435,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_12,"τῷ δ' εῦτε",,
urn:cite:hmt:reuse.18_19_436,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_12,"τῷ δ' εὗτε",,
urn:cite:hmt:reuse.18_19_437,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_12,"ηῦτε",,
urn:cite:hmt:reuse.18_19_438,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_12,"τῷ δ' αὖτε",,
urn:cite:hmt:reuse.18_19_439,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_13,"εὗτε",,
urn:cite:hmt:reuse.18_19_440,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_13,"ηῦτε",,
urn:cite:hmt:reuse.18_19_441,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_13,"τῷ δ' ὥστε",,
urn:cite:hmt:reuse.18_19_442,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_13,"τῶν δ' αὖτε",,
urn:cite:hmt:reuse.18_19_443,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_15,"σημάντωρ",,
urn:cite:hmt:reuse.18_19_444,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_15,"κοσμήτωρ",,
urn:cite:hmt:reuse.18_19_445,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_15,"λέγω",,
urn:cite:hmt:reuse.18_19_446,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_17,"εῶμεν",,
urn:cite:hmt:reuse.18_19_447,urn:cts:greekLit:tlg5026.msA.hmt:19.hc_17,"ἔχομεν",,
